"stopTag","latitude","longitude","routeTags"
"14814","43.70068","-79.50305","35,335"
"14321","43.68644","-79.31247","91,93"
"8708","43.79266","-79.16377","986,86,395"
"2949","43.69347","-79.38447","74"
"1293","43.74611","-79.62208","96"
"4884","43.69906","-79.52014","352,79,52"
"2701","43.75275","-79.53604","84"
"9144","43.73291","-79.28951","68"
"2851","43.81229","-79.30168","17,42"
"8035","43.73564","-79.22036","12,102,902,86"
"2065","43.71407","-79.24932","20"
"4176","43.7125","-79.57473","37"
"8703","43.65678","-79.56652","111"
"3386","43.69197","-79.53101","73"
"6341","43.79014","-79.21195","133,334"
"6800","43.73536","-79.57851","96"
"8607","43.78265","-79.40199","39,339"
"14186","43.65682","-79.45346","504"
"9140","43.68834","-79.4833","332,71,171,32"
"1812","43.65703","-79.56676","111"
"7704","43.76452","-79.17315","86"
"7828","43.79027","-79.17312","95,395"
"6593","43.64616","-79.39201","304,503,504,508"
"7247","43.72778","-79.50418","120"
"8890","43.73431","-79.25847","20,21"
"4145","43.65066","-79.43981","47"
"5206","43.81888","-79.30477","343,43"
"8670","43.73201","-79.268196","34,334"
"802","43.76851","-79.52891","35"
"2423","43.75171","-79.2653","57,903"
"5975","43.72174","-79.23683","12,102,9,902"
"9967","43.68602","-79.60356","352,332,52"
"828","43.8213","-79.31785","17"
"2051","43.68548","-79.55442","45,945"
"290","43.78361","-79.433586","125"
"4392","43.75187","-79.45709","104"
"4020","43.62303","-79.54077","123"
"7380","43.75115","-79.60384","927"
"14227_ar","43.73274","-79.26325","21,43"
"7221_ar","43.68174","-79.61104","52"
"14047_ar","43.69395","-79.49401","71"
"2668","43.64022","-79.54194","300,49"
"6169","43.69873","-79.48037","59"
"7512","43.70685","-79.30595","23,8"
"4040_IB","43.69794","-79.59228","112"
"14609","43.74408","-79.62085","96"
"8447","43.75661","-79.52083","99,36,336"
"10064","43.65036","-79.54266","50"
"24436","43.64479","-79.52439","50,937"
"1631","43.75719","-79.52682","84"
"10004","43.72285","-79.55894","37,337,937"
"7259","43.76308","-79.46545","104,105,329"
"3766","43.67195","-79.42971","363,63"
"1878","43.63694","-79.44245","304,504,508"
"8195","43.78828","-79.26473","385,85"
"4982","43.78871","-79.17914","95,395"
"23862","43.76492","-79.49086","36"
"1789","43.69228","-79.50308","89"
"8616","43.80574","-79.20128","116"
"7518","43.77511","-79.26291","21"
"6419","43.63918","-79.54753","300,49"
"398","43.79915","-79.30622","17"
"1831","43.75055","-79.52648","84"
"1480_ar","43.68146","-79.285","322,324,503"
"3696","43.75282","-79.45188","984,84,384"
"7355","43.63558","-79.49579","66"
"5744","43.72801","-79.28787","68,968"
"9665","43.7021","-79.41997","332,32"
"5232","43.75406","-79.53654","84"
"2238","43.60416","-79.53387","110"
"742","43.70459","-79.3183","93"
"776","43.79323","-79.27121","21"
"7119","43.62445","-79.51156","80"
"3753","43.6131","-79.53868","15,315"
"1761_ar","43.677658","-79.37497","75"
"3906","43.72349","-79.61831","37,336"
"10130","43.82605","-79.24334","134"
"9279","43.60233","-79.50839","110"
"3483","43.7121","-79.51398","59"
"4906","43.68248","-79.58173","112"
"7956","43.66481","-79.38436","320,97"
"1046","43.77282","-79.18794","12,334,116"
"14378_ar","43.73492","-79.4511","184"
"6694_IB","43.66109","-79.35829","508"
"8033","43.73212","-79.51113","35,335,120"
"4324","43.71038","-79.42753","14,7,307"
"14257_ar","43.68916","-79.30148","113,20"
"2631","43.64879","-79.54948","50"
"5425","43.72871","-79.36489","162"
"3016","43.75579","-79.26674","57"
"6416","43.65058","-79.36804","75"
"2139","43.70467","-79.46433","14"
"3665","43.65216","-79.40626","505"
"1425","43.76667","-79.38743","385,85"
"23893","43.6461","-79.39164","304,503,504,508"
"7545","43.76488","-79.37143","115"
"9069","43.79587","-79.4129","98"
"5118","43.8677","-79.33717","68"
"4832","43.63628","-79.49308","66"
"8942","43.68828","-79.39427","320,97"
"1037_IB","43.69931","-79.60137","112"
"711","43.72889","-79.22786","12,102,86"
"5292","43.64768","-79.45804","506"
"3427","43.8157","-79.2317","353,134,334"
"24185","43.75908","-79.58979","45,337,945"
"2742","43.70756","-79.48273","352,52"
"3731","43.71951","-79.284","68"
"1410","43.65168","-79.38144","19"
"1911","43.75625","-79.5602","36"
"7436","43.67925","-79.57012","111"
"24350","43.7618","-79.19512","12,334,986,86,905"
"611","43.70725","-79.34403","100,25,925"
"9754","43.72348","-79.44538","109"
"14090","43.81953","-79.22138","116"
"583","43.71975","-79.6432","52"
"3195","43.66802","-79.41223","7,90,307"
"7449","43.71256","-79.29766","24,324"
"1828","43.71941","-79.26259","113"
"1779","43.73209","-79.43845","109"
"8388","43.78019","-79.41411","39,339"
"2788","43.79651","-79.25076","131"
"5701","43.71821","-79.46622","47"
"363","43.81551","-79.23192","353,334,39,939"
"613","43.69366","-79.35037","100"
"3225","43.63234","-79.54464","111,112,123"
"706","43.81136","-79.36055","353,953,53"
"7996","43.70493","-79.57681","46"
"9776","43.60401","-79.54636","123,315"
"463","43.63633","-79.41537","363,511,307"
"6533","43.79223","-79.44609","353,960,60"
"10348","43.71894","-79.25874","300,16"
"6548","43.71016","-79.31625","91"
"1550","43.68721","-79.32509","322,70"
"9220","43.78987","-79.36709","39,339,939"
"4871","43.71986","-79.51309","165,396,118,119,96"
"4380","43.87711","-79.33969","68"
"6458","43.77333","-79.52407","35"
"24497","43.83349","-79.24114","102,953,53"
"1927","43.73944","-79.24941","21"
"7485","43.76824","-79.38048","385,85"
"5153","43.66935","-79.33574","83"
"14699","43.785","-79.28087","385,85"
"3943","43.71631","-79.45534","29,329"
"4039","43.7463","-79.306","67"
"9706","43.78516","-79.39237","11"
"24354","43.6815","-79.33787","56"
"4540","43.80193","-79.36323","42"
"2042","43.7554","-79.4746","106,107,108,84,384"
"4817","43.77271","-79.42855","98"
"9802","43.77296","-79.33575","24,167"
"2071","43.64073","-79.43799","47"
"6922","43.6858","-79.55446","52"
"2688","43.73033","-79.45833","29,329"
"6360","43.78412","-79.16424","38"
"868","43.72655","-79.30328","24,324"
"4318","43.74726","-79.28461","17"
"1480_IB","43.68146","-79.285","322"
"4046","43.71388","-79.29822","24,324"
"6215","43.73909","-79.58022","45,945"
"10163","43.71234","-79.44505","109"
"1888","43.75322","-79.32752","91"
"4903","43.70524","-79.40593","332,61,32"
"2066","43.63696","-79.49003","66"
"770","43.72026","-79.39478","74"
"8172","43.66213","-79.53115","37,337"
"5198","43.74736","-79.43659","7,307,160"
"9288","43.67108","-79.46215","168,127"
"1264","43.69324","-79.59861","112"
"5987","43.79511","-79.43291","353,60"
"7141","43.73716","-79.24825","21"
"2607","43.68644","-79.60232","332,300,52"
"6744","43.64737","-79.51173","300"
"7440","43.688198","-79.394","312,512"
"2829","43.7552","-79.48072","107"
"15293","43.73494","-79.45112","165"
"23897","43.64394","-79.40203","304,504,508"
"1024","43.77522","-79.26393","43"
"5196","43.73199","-79.56317","37,337,937"
"3111","43.75549","-79.43931","984,84,384"
"2105","43.66654","-79.58706","332"
"9715","43.6853","-79.34947","322,62"
"10201","43.62152","-79.5452","123"
"8344","43.74203","-79.30426","67"
"925","43.6701","-79.47813","189,312"
"6656","43.67819","-79.31491","306,506"
"5512","43.74412","-79.38352","11"
"1616","43.70862","-79.29577","24,324,924"
"10042","43.70112","-79.52757","52"
"2819","43.69863","-79.32569","8,70"
"24293","43.64667","-79.51522","300"
"7599","43.82421","-79.31821","17"
"12926","43.74677","-79.47989","101"
"7234","43.65999","-79.3445","301,501,304,503,72"
"24386","43.67567","-79.38906","320,97"
"6187","43.8989","-79.29237","129"
"2014","43.63106","-79.54646","111,112,123"
"8539","43.67201","-79.37683","75"
"6645","43.76357","-79.40207","385,85,98"
"14188","43.70431","-79.39831","97"
"3064","43.81371","-79.34887","353,953,53"
"5985","43.66448","-79.32543","31"
"8372","43.72821","-79.57487","45,945"
"9338","43.66551","-79.46845","312,40"
"1221","43.65265","-79.36307","365,65"
"10068","43.71957","-79.30186","91"
"10375","43.7028","-79.37469","11,28"
"10360","43.73425","-79.31162","91"
"8196","43.64789","-79.52675","50,40"
"7495","43.79397","-79.22315","132"
"15246","43.7288","-79.60535","927"
"14732","43.82085","-79.22655","116"
"4471","43.79403","-79.36909","51"
"5925","43.69289","-79.34228","56"
"6520","43.79318","-79.29276","343,43"
"7073","43.77005","-79.53185","84"
"9227_ar","43.64565","-79.37921","310,510,509"
"4516","43.76998","-79.50302","341,353,335,106"
"9145","43.81079","-79.20342","116,131"
"2610","43.68656","-79.56844","46"
"9464","43.68686","-79.4197","7,307"
"4797","43.66251","-79.37657","306,506"
"6413","43.78724","-79.46956","353,960,60"
"7798","43.63239","-79.48519","66"
"1970","43.78918","-79.32941","24"
"24140","43.71953","-79.57056","45,945"
"5771","43.75954","-79.48986","341,107,41"
"2667","43.82998","-79.2802","353,53"
"7532","43.70026","-79.27282","113,300"
"6556","43.69495","-79.27131","20"
"5044","43.77661","-79.15038","354,954,54"
"3054","43.74633","-79.29074","354,54"
"3022","43.75572","-79.22422","102"
"14350","43.61865","-79.48672","176"
"4477","43.69844","-79.56034","45"
"10415","43.63558","-79.40989","29,329"
"9265","43.70685","-79.26797","69"
"5966","43.76521","-79.31058","67"
"24500","43.79376","-79.15448","95"
"7574","43.72316","-79.43075","7,307"
"9411","43.73022","-79.30963","91"
"9251","43.72094","-79.44941","109"
"1312","43.68867","-79.32567","322,70"
"14055","43.62572","-79.47964","66,176"
"1262","43.76591","-79.44083","7,307,160"
"9473","43.78625","-79.43235","98"
"2715","43.71169","-79.39929","320,97"
"4670","43.7934","-79.28205","57"
"24488","43.82593","-79.29692","353,953,53"
"3735","43.7665","-79.15963","86"
"3655","43.6376","-79.46663","80"
"4698_ar","43.64019","-79.42773","501"
"10237","43.63677","-79.43838","304,504,508"
"986","43.73264","-79.26491","34,343,43"
"5822","43.75663","-79.46094","104"
"2344_IB","43.82671","-79.22168","133"
"9420","43.63018","-79.48439","80"
"3251","43.74262","-79.54012","165"
"7481","43.67761","-79.37571","82"
"7804","43.63069","-79.48225","66,80"
"23865","43.76541","-79.49148","341,941,107,41"
"9017","43.62222","-79.52162","80"
"6232","43.7373","-79.43323","165,396,996,96"
"6083","43.71069","-79.33169","100"
"7758","43.69285","-79.34246","56"
"15475","43.66359","-79.59057","112,332,32"
"3848","43.80692","-79.34551","39"
"8094","43.65568","-79.44177","47"
"8147","43.75275","-79.34695","25,325"
"2393","43.79677","-79.20666","132"
"8309","43.73198","-79.3555","51,54"
"14183","43.65686","-79.45341","168"
"3767","43.79026","-79.4458","7,307,160"
"14228","43.7325","-79.26331","113,300,20"
"399","43.69976","-79.26523","69"
"1668","43.77995","-79.41577","320,97"
"10484","43.81708","-79.22408","133,353,39,939"
"4665","43.68047","-79.49079","71"
"12892","43.77447","-79.26624","43"
"6714","43.68137","-79.47684","168"
"7922","43.8227","-79.31187","353,53"
"14216_ar","43.654068","-79.46589","189"
"3882","43.73421","-79.40441","320,97"
"6370","43.78931","-79.16225","986,86"
"5492","43.76396","-79.32258","122"
"10110","43.78835","-79.1402","38"
"1342","43.74434","-79.58241","45,945"
"24325","43.76295","-79.54012","84"
"6685","43.70731","-79.51377","59"
"3009","43.79499","-79.26481","169"
"10410","43.72347","-79.5488","396,118,73,96"
"8495","43.74605","-79.59636","396,46,927"
"1638","43.81387","-79.31364","17"
"7544","43.7589","-79.36114","51"
"6410","43.79866","-79.20299","132"
"9084","43.61404","-79.50839","110,337"
"9429_ar","43.89459","-79.33737","68"
"2820","43.70213","-79.57545","45"
"5706","43.6546","-79.369316","301,501"
"10143","43.70324","-79.3644","88"
"6117","43.67293","-79.39915","26"
"1405","43.67262","-79.39561","13"
"9894","43.82044","-79.23748","353,134,334"
"567","43.83177","-79.2752","302,129"
"9774","43.76496","-79.31254","67"
"8414","43.72772","-79.30011","70"
"8702","43.66772","-79.3426","306,505,506"
"9302","43.82011","-79.2978","343,43"
"10316","43.78488","-79.42773","125"
"3404","43.78774","-79.41377","42"
"1118","43.779438","-79.41658","36,336"
"14272","43.6481","-79.51129","15,76"
"3245","43.66185","-79.53356","48"
"2745","43.68648","-79.55245","52"
"2737","43.66329","-79.3729","306,506"
"2414","43.7732","-79.30555","68"
"3027","43.66481","-79.384796","94"
"7147","43.7887","-79.33176","169,10"
"8019","43.75193","-79.48798","341,41"
"9791","43.61153","-79.5458","123,15,315"
"9700","43.73976","-79.53576","84,384"
"1861","43.65246","-79.43266","306,506"
"1415","43.71449","-79.45464","929,29,329"
"5001","43.79233","-79.31408","68,324"
"8686","43.64479","-79.41615","301,501"
"7945","43.68611","-79.44382","161"
"4359","43.7918","-79.36829","51"
"606","43.66182","-79.42545","363,63"
"3412","43.6784","-79.44332","929,29,329"
"5006","43.75675","-79.60861","960,60,927"
"23849_ar","43.77675","-79.50921","84"
"2457","43.73909","-79.57598","73"
"9757","43.66337","-79.30903","92"
"5265","43.66654","-79.40398","300"
"15205","43.90181","-79.27628","102"
"8239","43.70814","-79.3107","70"
"1884","43.7529","-79.51641","35,335"
"10044","43.7003","-79.27625","68,69,135,16"
"9499","43.75317","-79.54253","165,36"
"7367","43.70021","-79.3868","74"
"5141","43.63784","-79.43306","304,504,508"
"10117","43.79007","-79.45726","353,60"
"5774","43.75894","-79.48523","107"
"1694","43.66382","-79.3704","306,506"
"6664","43.72502","-79.55119","396,96"
"4210","43.70699","-79.44283","109"
"4456","43.66314","-79.33038","301,501,503"
"4017","43.76941","-79.34635","25,325,925"
"1913","43.75055","-79.60713","927"
"14240_ar","43.63785","-79.53534","44,944"
"6835","43.66824","-79.44172","26"
"5133","43.71802","-79.45539","29,329"
"1627","43.66856","-79.3943","300"
"8394","43.75455","-79.51712","99,35,335"
"2247","43.70095","-79.45195","929,29,329"
"4109","43.75755","-79.48462","107"
"5130","43.72017","-79.45695","47"
"6457","43.67064","-79.39821","26"
"1285","43.75489","-79.46807","107"
"14264_ar","43.66234","-79.42661","94"
"6504","43.76176","-79.35547","122"
"1452_IB","43.68704","-79.59582","112"
"2046","43.69493","-79.3853","74"
"9936","43.70625","-79.28925","67"
"3947","43.79556","-79.21584","132"
"14261","43.65016","-79.49507","66"
"8596","43.74409","-79.21549","334,116,86"
"3249","43.75188","-79.48861","108"
"4690","43.77185","-79.36369","385,85"
"5720","43.70245","-79.60932","45"
"1143","43.7399","-79.43476","7,307,160"
"9331","43.66018","-79.48013","79,71"
"6917","43.73219","-79.24603","12,302"
"6051","43.80137","-79.31851","68,324"
"8468","43.62318","-79.49257","76"
"14679","43.71008","-79.2647","113,300"
"3285","43.72657","-79.29383","34,334"
"5913","43.80549","-79.2776","39,339,939"
"10390","43.64142","-79.37709","310,510,509"
"5410","43.78032","-79.41252","39,339"
"1598","43.66325","-79.43686","29,329"
"4847","43.80652","-79.32119","68,324,968"
"1344","43.70984","-79.47443","352,52"
"9616","43.70062","-79.45155","929,29,329"
"7082","43.79344","-79.35063","39,339,939"
"9753","43.70044","-79.38712","74"
"1368","43.83297","-79.31899","17"
"5619","43.66582","-79.48235","30"
"10376","43.68546","-79.44597","929,29,329"
"14092","43.73779","-79.60224","96"
"3860","43.73321","-79.24864","300,16"
"24492","43.72061","-79.64224","52"
"8963","43.79505","-79.32329","39,339"
"14258_ar","43.68922","-79.30127","87"
"10040","43.7053","-79.42609","14"
"14728","43.64889","-79.45012","304,504"
"1435","43.78977","-79.23737","102"
"24181","43.77571","-79.43432","36,336"
"8792","43.71294","-79.35041","88"
"6031","43.70251","-79.45228","29,329"
"15372","43.69534","-79.45159","332,32"
"10327","43.67251","-79.46824","312"
"10274","43.70573","-79.40356","13,332,61,32"
"1763","43.81663","-79.21143","116"
"322","43.74317","-79.21963","334,116,986,86,905"
"4302","43.63436","-79.55685","111"
"3755","43.84084","-79.25218","102"
"614","43.66391","-79.36772","306,506"
"7536","43.64174","-79.37738","320,19,72"
"6542","43.75447","-79.29855","68"
"6192","43.69761","-79.3297","8"
"3710","43.78777","-79.26819","385,985,85"
"3762","43.66749","-79.343","306,505,506"
"3798","43.63982","-79.44078","301,501"
"8015","43.66137","-79.37238","75"
"1314","43.7276","-79.34156","162"
"4236","43.63967","-79.45392","301,501,508"
"3968","43.80393","-79.3311","42"
"6063_IB","43.7624","-79.5333","84"
"3771","43.69237","-79.4406","363,63"
"2088","43.70486","-79.4649","47"
"6359","43.75497","-79.18069","116"
"9079","43.760868","-79.46493","104,105,329"
"3258","43.69595","-79.37622","88"
"1986","43.7516","-79.31317","24,324,924"
"3373","43.73018","-79.46821","165,396,128,118,119,96,120"
"2931","43.6821","-79.526306","73"
"4932","43.7703","-79.44195","7,307,160"
"6168","43.72614","-79.24376","12,302"
"14319_ar","43.73471","-79.45084","118"
"3931","43.80055","-79.33489","24,39"
"6890","43.60792","-79.51748","110"
"24205","43.79804","-79.27806","169,130"
"5818","43.67422","-79.56284","46"
"3749","43.72208","-79.59807","927"
"4160","43.69646","-79.57328","46"
"8284","43.66563","-79.45137","26"
"23863","43.76472","-79.49081","939"
"4493","43.68582","-79.51958","73"
"6466","43.60863","-79.49045","301,501,508"
"3887","43.769638","-79.18033","354,954,86,54"
"1174","43.73852","-79.3082","24,324"
"7206","43.72506","-79.32572","34,100"
"4190","43.66068","-79.58066","112"
"3353","43.64699","-79.41991","363,63"
"5613","43.67406","-79.40955","26"
"4915","43.72551","-79.31354","91"
"2515","43.75188","-79.28646","17"
"9597","43.66478","-79.52898","48"
"7096","43.72575","-79.39716","74"
"4381","43.79077","-79.25308","385,85"
"3132","43.73739","-79.43464","165,396,996,160,96"
"2140","43.64456","-79.41651","301,501"
"7015","43.67208","-79.405876","127"
"1923","43.82293","-79.28496","21"
"1367","43.73372","-79.61013","36,927"
"10222","43.79586","-79.4294","353,960,60"
"14168_ar","43.6978","-79.39701","14"
"24662_ar","43.68405","-79.32305","31"
"8926","43.68094","-79.56623","46"
"4133","43.77635","-79.31788","385,324,985,85"
"2824","43.69805","-79.38629","74"
"9391","43.78947","-79.25856","169,302,129,130,131,939"
"7610","43.76526","-79.52791","35"
